old_url,new_url,match_type
https://www.woodinvillesportsclub.com/testimonials,https://www.woodinvillesportsclub.com/about,redirect-needed
https://www.woodinvillesportsclub.com/tier-1-classes-application-form,https://www.woodinvillesportsclub.com/tennis,redirect-needed
https://www.woodinvillesportsclub.com/tier-1-performance,https://www.woodinvillesportsclub.com/gym,redirect-needed
https://www.woodinvillesportsclub.com/tier1-auto-enroll-policy,https://www.woodinvillesportsclub.com/policies,redirect-needed
https://www.woodinvillesportsclub.com/tier1coreitennis,https://www.woodinvillesportsclub.com/tennis,redirect-needed
https://www.woodinvillesportsclub.com/tier1golfacademy,https://www.woodinvillesportsclub.com/golf,redirect-needed
https://www.woodinvillesportsclub.com/tier1golfftaform,https://www.woodinvillesportsclub.com/golf,redirect-needed
https://www.woodinvillesportsclub.com/upcoming-session-dates,https://www.woodinvillesportsclub.com/sessions,redirect-needed
https://www.woodinvillesportsclub.com/usta,https://www.woodinvillesportsclub.com/tennis,redirect-needed
,https://www.woodinvillesportsclub.com/about,new-page
,https://www.woodinvillesportsclub.com/accessibility,new-page
,https://www.woodinvillesportsclub.com/contact,new-page
,https://www.woodinvillesportsclub.com/events,new-page
,https://www.woodinvillesportsclub.com/faq,new-page
,https://www.woodinvillesportsclub.com/gym,new-page
,https://www.woodinvillesportsclub.com/policies,new-page
,https://www.woodinvillesportsclub.com/privacy,new-page
,https://www.woodinvillesportsclub.com/pro-shop,new-page
,https://www.woodinvillesportsclub.com/sessions,new-page
